imdb_id,movie_title,genre,movie_id
110005,Heavenly Creatures,"Drama,Fantasy",247
110066,Houseguest,"Comedy,Family",248
110116,Immortal Beloved,"Drama,Music,Romance",249
110006,Heavyweights,"Comedy,Family,Drama",250
113360,The Hunted,"Action,Thriller",251
110099,I.Q.,"Comedy,Drama,Romance",252
110148,Interview with the Vampire,"Horror,Romance",253
113463,Jefferson in Paris,"Drama,Romance",254
110189,The Jerky Boys,"Comedy,Crime",255
110216,Junior,"Comedy,Family,Romance",256
113501,Just Cause,"Action,Drama,Mystery,Thriller",257
113538,A Kid in King Arthur's Court,"Adventure,Fantasy,Comedy,Science Fiction,Family",258
113552,Kiss of Death,"Action,Crime,Drama,Thriller",259
76759,Star Wars,"Adventure,Action,Science Fiction",260
110367,Little Women,"Drama,Romance",261
113670,A Little Princess,"Drama,Family,Fantasy",262
110296,Ladybird Ladybird,Drama,263
109731,L'Enfer,"Crime,Drama",264
103994,Como agua para chocolate,"Drama,Romance",265
110322,Legends of the Fall,"Adventure,Drama,Romance,War",266
110443,Major Payne,"Adventure,Comedy,Family",267
110365,Little Odessa,"Action,Drama",268
107566,Mi Vida Loca,"Crime,Drama",269
110391,Love Affair,"Drama,Romance",270
113691,Losing Isaiah,Drama,271
110428,The Madness of King George,"Comedy,Drama,History",272
109836,Frankenstein,"Drama,Horror,Science Fiction,Romance",273
113755,Man of the House,"Action,Comedy,Family",274
110538,Mixed Nuts,"Comedy,Drama,Romance",275
110516,Milk Money,"Comedy,Romance",276
110527,Miracle on 34th Street,"Fantasy,Drama,Family",277
113808,Miami Rhapsody,"Comedy,Romance",278
113896,My Family,"Comedy,Drama",279
113870,Murder in the First,"Crime,Drama",280
110684,Nobody's Fool,"Drama,Comedy",281
110638,Nell,"Drama,Thriller",282
113967,New Jersey Drive,"Crime,Drama",283
117169,New York Cop,"Action,Thriller,Crime,Drama",284
106402,Beyond Bedlam,Horror,285
113948,Nemesis 2 - Nebula,"Science Fiction,Action,Thriller",286
110671,Nina Takes a Lover,"Drama,Romance",287
110632,Natural Born Killers,"Crime,Thriller,Drama",288
110737,Only You,"Comedy,Drama,Romance",289
110729,Once Were Warriors,Drama,290
114151,Poison Ivy II: Lily,"Drama,Romance,Thriller",291
114069,Outbreak,"Action,Drama,Science Fiction,Thriller",292
110413,Léon,"Thriller,Crime,Drama",293
114113,The Perez Family,"Comedy,Drama,Romance",294
114210,A Pyromaniac's Love Story,"Comedy,Drama,Romance",295
110912,Pulp Fiction,"Thriller,Crime",296
114084,Panther,Drama,297
105652,Pushing Hands,"Comedy,Drama",298
110889,Priest,"Drama,Romance",299
110932,Quiz Show,"History,Drama",300
114129,Picture Bride,"Drama,History",301
110963,La Reine Margot,"Drama,History",302
114214,The Quick and the Dead,"Action,Western",303
114296,Roommates,"Drama,Comedy",304
110907,Prêt-à-Porter,"Drama,Comedy",305
111495,Trois couleurs : Rouge,"Drama,Mystery,Romance",306
108394,Trois couleurs : Bleu,"Drama,Music,Mystery",307
111507,Trois couleurs : Blanc,"Comedy,Drama,Mystery",308
110769,Pao Da Shuang Deng,Drama,309
114268,Rent-a-Kid,"Comedy,Family,TV Movie",310
110965,Relative Fear,"Horror,Drama",311
114571,Stuart Saves His Family,"Comedy,Drama",312
111333,The Swan Princess,Animation,313
111112,The Secret of Roan Inish,"Drama,Family,Fantasy",314
111255,The Specialist,"Action,Thriller",315
111282,Stargate,"Action,Adventure,Science Fiction",316
111070,The Santa Clause,"Fantasy,Drama,Comedy,Family",317
111161,The Shawshank Redemption,"Drama,Crime",318
111149,Shallow Grave,"Crime,Thriller",319
108260,Suture,"Drama,Thriller",320
106966,Fresa y chocolate,"Comedy,Drama",321
114594,Swimming with Sharks,"Crime,Comedy",322
111309,The Sum of Us,"Comedy,Drama,Romance",324
113936,Senior Trip,Comedy,325
110081,活着,"Drama,Romance,War",326
114614,Tank Girl,"Action,Comedy,Fantasy,Science Fiction",327
114608,Tales from the Crypt: Demon Knight,"Horror,Comedy,Thriller",328
111280,Star Trek: Generations,"Science Fiction,Action,Adventure,Thriller",329
114609,Tales from the Hood,"Crime,Horror,Thriller",330
111454,Tom & Viv,"Drama,Romance",331
114852,Village of the Damned,"Thriller,Horror,Science Fiction",332
114694,Tommy Boy,Comedy,333
111590,Vanya on 42nd Street,"Drama,Romance",334
114788,The Underneath,"Thriller,Crime",335
114888,The Walking Dead,"Drama,War",336
108550,What's Eating Gilbert Grape,"Romance,Drama",337
114857,Virtuosity,"Action,Crime,Science Fiction,Thriller",338
114924,While You Were Sleeping,"Comedy,Drama,Romance",339
111667,The War,Drama,340
109655,Double Happiness,"Comedy,Romance",341
110598,Muriel's Wedding,"Drama,Comedy,Romance",342
112435,The Baby-Sitters Club,"Comedy,Drama,Family",343
109040,Ace Ventura: Pet Detective,"Comedy,Mystery",344
109045,"The Adventures of Priscilla, Queen of the Desert","Drama,Comedy",345
106339,Backbeat,"Drama,Music",346
104779,Bitter Moon,"Thriller,Drama,Romance",347
109348,Bullets Over Broadway,"Action,Comedy,Thriller",348
109444,Clear and Present Danger,"Action,Drama,Thriller",349
109446,The Client,"Drama,Thriller,Crime,Mystery",350
109484,"Corrina, Corrina","Comedy,Drama,Family,Romance",351
109504,Crooklyn,"Comedy,Drama",352
109506,The Crow,"Fantasy,Action,Thriller",353
109450,Cobb,Drama,354
109813,The Flintstones,"Fantasy,Comedy,Family",355
109830,Forrest Gump,"Comedy,Drama,Romance",356
109831,Four Weddings and a Funeral,"Comedy,Drama,Romance",357
113305,Higher Learning,"Romance,Drama,Crime",358
110091,I Like It Like That,"Comedy,Drama,Romance",359
110093,I Love Trouble,"Action,Comedy,Romance",360
110167,It Could Happen to You,"Comedy,Drama,Romance",361
110213,The Jungle Book,"Adventure,Drama,Family",362
107472,Die Macht der Bilder: Leni Riefenstahl,"Documentary,Foreign",363
110357,The Lion King,"Family,Animation,Drama",364
107426,Little Buddha,"Drama,History",365
111686,New Nightmare,"Horror,Thriller,Mystery,Fantasy",366
110475,The Mask,"Romance,Comedy,Crime,Fantasy",367
110478,Maverick,"Action,Adventure,Comedy,Drama,Western",368
110588,Mrs. Parker and the Vicious Circle,Drama,369
110622,The Naked Gun 33⅓: The Final Insult,"Comedy,Crime",370
110771,The Paper,"Comedy,Drama",371
110950,Reality Bites,Drama,372
105226,Red Rock West,"Crime,Drama,Thriller",373
110989,Ri¢hie Ri¢h,"Comedy,Family",374
111054,Safe Passage,Drama,375
110997,The River Wild,"Action,Adventure,Crime,Thriller",376
111257,Speed,"Action,Adventure,Crime",377
111256,Speechless,"Comedy,Romance",378
111438,Timecop,"Thriller,Science Fiction,Action,Crime",379
111503,True Lies,"Action,Thriller",380
111693,When a Man Loves a Woman,"Drama,Romance",381
111742,Wolf,Fantasy,382
111756,Wyatt Earp,"Drama,Action,Western",383
112443,Bad Company,"Action,Crime,Romance,Thriller",384
110455,A Man of No Importance,"Comedy,Drama",385
111048,S.F.W.,"Comedy,Drama",386
110399,A Low Down Dirty Shame,"Action,Comedy,Crime",387
112570,"Boys Life: Three Stories of Love, Lust, and Liberation",Drama,388
109454,Le colonel Chabert,Drama,389
59170,"Faster, Pussycat! Kill! Kill!","Action,Crime",390
110186,Jason's Lyric,"Crime,Drama,Romance",391
108069,The Secret Adventures of Tom Thumb,"Animation,Science Fiction",392
111301,Street Fighter,"Action,Adventure,Thriller",393
112702,Coldblooded,"Action,Comedy",394
112849,Desert Winds,,395
113014,Fall Time,"Action,Adventure,Crime,Drama,Thriller",396
113043,The Fear,"Horror,Thriller",397
113104,Frank and Ollie,Documentary,398
113173,Girl in the Cadillac,"Romance,Adventure,Crime,Drama",399
113319,Homage,"Thriller,Drama",400
113827,Mirage,"Action,Thriller",401
114047,Open Season,Comedy,402
112889,Dos Crímenes,,403
109339,Brother Minister: The Assassination of Malcolm X,Documentary,404
110027,Highlander III: The Sorcerer,"Action,Fantasy,Science Fiction",405
109785,Federal Hill,,406
113409,In the Mouth of Madness,"Horror,Mystery,Thriller",407
109021,8 Seconds,"Drama,Romance",408
109035,Above the Rim,"Crime,Drama",409
106220,Addams Family Values,"Comedy,Family,Fantasy",410
111804,Martin Lawrence: You So Crazy,Comedy,411
106226,The Age of Innocence,"Drama,Romance",412
109068,Airheads,"Comedy,Crime,Music",413
109067,The Air Up There,"Comedy,Family",414
106292,Another Stakeout,"Action,Comedy",415
109198,Bad Girls,"Action,Adventure,Comedy,Drama,Western",416
109219,Barcelona,"Comedy,Drama,Romance",417
106379,Being Human,"Drama,Comedy,Fantasy",418
106400,The Beverly Hillbillies,Comedy,419
109254,Beverly Hills Cop III,"Action,Comedy,Crime",420
109279,Black Beauty,"Action,Adventure,Drama,Family",421
109297,Blink,"Mystery,Crime,Drama,Thriller",422
109303,Blown Away,"Drama,Action,Thriller",423
109305,Blue Chips,Drama,424
109306,Blue Sky,"Drama,Romance",425
106452,Body Snatchers,"Horror,Science Fiction,Thriller",426
106471,Boxing Helena,"Drama,Romance",427
106489,A Bronx Tale,"Drama,Crime",428
109361,Cabin Boy,Comedy,429
106505,Calendar Girl,"Drama,Comedy",430
106519,Carlito's Way,"Action,Crime,Drama,Thriller",431
109439,City Slickers II: The Legend of Curly's Gold,"Action,Comedy,Drama,Western",432
109443,Clean Slate,"Comedy,Thriller,Mystery",433
106582,Cliffhanger,"Action,Adventure,Thriller",434
106598,Coneheads,"Comedy,Science Fiction,Family",435
109456,Color of Night,"Drama,Mystery,Romance,Thriller",436
109480,Cops & Robbersons,"Action,Comedy,Family",437
109493,The Cowboy Way,"Western,Action,Comedy",438
106660,Dangerous Game,Drama,439
106673,Dave,Comedy,440
106677,Dazed and Confused,"Comedy,Drama",441
106697,Demolition Man,"Crime,Action,Science Fiction",442
109729,The Endless Summer 2,Documentary,443
106834,Even Cowgirls Get the Blues,"Western,Drama,Comedy,Romance",444
106873,Fatal Instinct,Comedy,445
106332,霸王别姬,Drama,446
109783,The Favor,"Drama,Comedy,Romance",447
106881,Fearless,Drama,448
106880,Fear of a Black Hat,Comedy,449
111732,With Honors,"Comedy,Drama",450
106926,Flesh and Bone,"Drama,Mystery,Romance",451
111712,Widows' Peak,"Comedy,Thriller,Mystery,Romance,Foreign",452
106941,For Love or Money,"Comedy,Romance",453
106918,The Firm,"Drama,Mystery,Thriller",454
106965,Free Willy,"Family,Adventure",455
109842,Fresh,"Crime,Drama,Thriller",456
106977,The Fugitive,"Adventure,Action,Thriller,Crime,Mystery",457
107004,Geronimo: An American Legend,"History,Action,Drama,Western",458
109890,The Getaway,"Drama,Action,Thriller",459
109891,Getting Even with Dad,"Family,Comedy,Crime",460
109913,Go Fish,"Drama,Romance",461
109920,A Good Man in Africa,"Comedy,Drama",462
107057,Guilty as Sin,"Drama,Thriller",463
107076,Hard Target,"Action,Adventure,Crime,Thriller",464
107096,Heaven & Earth,"History,War,Action,Drama",465
107144,Hot Shots! Part Deux,"Action,Comedy,War",466
113674,Live Nude Girls,Comedy,467
112966,The Englishman Who Went Up a Hill But Came Down a Mountain,"Drama,Comedy,Romance",468
107151,The House of the Spirits,"Romance,Drama",469
110064,House Party 3,Comedy,470
110074,The Hudsucker Proxy,"Comedy,Drama",471
110097,I'll Do Anything,"Comedy,Drama",472
110123,In the Army Now,Comedy,473
107206,In the Line of Fire,"Action,Drama,Thriller,Crime,Mystery",474
107207,In the Name of the Father,Drama,475
110137,The Inkwell,"Comedy,Drama,Romance",476
108551,What's Love Got to Do with It,"Drama,Music",477
110197,Jimmy Hollywood,Comedy,478
107286,Judgment Night,"Action,Thriller,Crime",479
107290,Jurassic Park,"Adventure,Science Fiction",480
107302,Kalifornia,"Thriller,Crime",481
110265,Killing Zoe,"Action,Crime,Drama,Thriller",482
107322,King of the Hill,Drama,483
110305,Lassie,"Action,Adventure,Drama,Family",484
107362,Last Action Hero,"Adventure,Fantasy,Action,Comedy,Family",485
107413,Life With Mikey,"Comedy,Family",486
110353,Lightning Jack,"Action,Comedy,Western",487
107468,M. Butterfly,"Drama,Romance",488
107478,Made in America,Comedy,489
107497,Malice,"Drama,Crime",490
107501,The Man without a Face,Drama,491
107507,Manhattan Murder Mystery,"Comedy,Mystery",492
107554,Menace II Society,"Drama,Action,Crime",493
116253,Executive Decision,"Action,Adventure,Drama,Thriller",494
74102,愛のコリーダ,"Drama,Romance",495
111689,What Happened Was...,"Thriller,Comedy,Drama,Romance",496
107616,Much Ado About Nothing,"Drama,Comedy,Romance",497
107611,Mr. Jones,"Drama,Romance",498
107613,Mr. Wonderful,"Comedy,Romance",499
107614,Mrs. Doubtfire,"Comedy,Drama,Family",500
107653,Naked,"Comedy,Drama",501
110657,The Next Karate Kid,Adventure,502
110649,The New Age,"Comedy,Drama",503
110678,No Escape,"Action,Drama,Science Fiction,Thriller",504
110687,North,"Comedy,Drama,Family,Fantasy,Science Fiction",505
107756,Orlando,"Romance,Drama,Fantasy",506
107808,A Perfect World,"Crime,Drama,Thriller",507
107818,Philadelphia,Drama,508
107822,The Piano,"Drama,Romance",509
107840,Poetic Justice,"Drama,Romance",510
107889,The Program,Drama,511
111003,The Puppet Masters,"Horror,Science Fiction,Thriller",512
110939,Radioland Murders,"Comedy,Crime,Drama,Music,Mystery,Romance",513
110955,The Ref,Comedy,514
107943,The Remains of the Day,"Drama,Romance",515
110971,Renaissance Man,"Comedy,War",516
107969,Rising Sun,"Action,Drama,Thriller",517
111001,The Road to Wellville,"Comedy,Romance",518
107978,RoboCop 3,"Action,Adventure,Crime,Science Fiction,Thriller",519
107977,Robin Hood: Men in Tights,Comedy,520
107983,Romeo Is Bleeding,"Action,Crime,Drama,Thriller",521
105275,Romper Stomper,"Action,Drama,Thriller",522
108000,Ruby in Paradise,"Drama,Romance",523
108002,Rudy,Drama,524
108026,The Saint of Fort Washington,Drama,525
105032,Les Nuits Fauves,Drama,526
108052,Schindler's List,"Drama,History,War",527
111094,The Scout,"Comedy,Drama",528
108065,Searching for Bobby Fischer,Drama,529
111102,Second Best,Drama,530
108071,The Secret Garden,"Drama,Family,Fantasy",531
111127,Serial Mom,"Comedy,Crime,Horror,Thriller",532
111143,The Shadow,"Adventure,Fantasy,Action,Thriller,Science Fiction",533
108101,Shadowlands,"Drama,Romance",534
108122,Short Cuts,"Comedy,Drama",535
111194,A Simple Twist of Fate,"Drama,Family",536
111201,Sirens,"Comedy,Drama",537
108149,Six Degrees of Separation,"Mystery,Drama,Comedy",538
108160,Sleepless in Seattle,"Comedy,Drama,Romance",539
108162,Sliver,"Drama,Thriller",540
83658,Blade Runner,"Science Fiction,Drama,Thriller",541
108186,Son in Law,"Comedy,Drama,Romance",542
108174,So I Married an Axe Murderer,"Comedy,Crime,Romance",543
108238,Striking Distance,"Crime,Action,Mystery,Thriller",544
89256,Harem,"History,Drama,Romance",545
108255,Super Mario Bros.,"Adventure,Comedy,Family,Fantasy",546
111323,Surviving the Game,"Action,Adventure,Thriller,Crime",547
111400,Terminal Velocity,"Action,Thriller",548
108328,Thirty Two Short Films About Glenn Gould,"Drama,Music",549
111418,Threesome,"Comedy,Drama,Family,Romance",550
107688,The Nightmare Before Christmas,"Fantasy,Animation,Family",551
108333,The Three Musketeers,"Action,Adventure,Comedy",552
108358,Tombstone,"Action,Adventure,Drama,History,Western",553
111488,Trial by Jury,"Drama,Action,Thriller",554
108399,True Romance,"Action,Thriller,Crime,Romance",555
108515,The War Room,"Documentary,History",556
110763,The Pagemaster,"Fantasy,Science Fiction,Family,Animation",558
107779,"Paris, France","Drama,Comedy",559
109226,"The Beans of Egypt, Maine",,560
110259,Killer,"Thriller,Drama,Romance",561
114906,Welcome to the Dollhouse,"Comedy,Drama",562
107002,Germinal,"Drama,Romance",563
109403,Chasers,"Comedy,Romance",564
104029,Cronos,"Drama,Horror,Thriller",565
110623,Naked in New York,"Comedy,Romance",566
107315,Kika,"Comedy,Drama",567
106408,Bhaji on the Beach,"Comedy,Drama",568
110363,Little Big League,"Comedy,Family",569
107349,Kådisbellan,Drama,570
