movie_id,imdb_id,movie_title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
108,112646,Catwalk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,112573,Braveheart,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
111,75314,Taxi Driver,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,113326,紅番區,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,115645,Before and After,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
114,113774,Margaret's Museum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,112373,Anne Frank Remembered,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
117,115033,The Young Poisoner's Handbook,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,116606,If Lucy Fell,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,114536,Steal Big Steal Little,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,117427,Race the Sun,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121,106473,The Boys of St. Vincent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,103859,Boomerang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,109424,重慶森林,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124,114808,L'uomo delle stelle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
125,116324,Flirting with Disaster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126,110647,The NeverEnding Story III,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,111055,صمت القصور,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,110217,Jupiter's Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,114131,Pie in the Sky,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,113107,Frankie Starlight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
132,113451,Jade,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
133,114015,Nueba Yol,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
134,114500,Sonic Outlaws,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,116130,Down Periscope,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,113756,Man of the Year,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,113952,The Neon Bible,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,114618,Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,118055,Up Close & Personal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
141,115685,The Birdcage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,112585,The Brothers McMullen,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
145,112442,Bad Boys,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,112342,The Amazing Panda Adventure,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147,112461,The Basketball Diaries,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,112427,An Awfully Big Adventure,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
149,109093,Amateur,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
150,112384,Apollo 13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,114287,Rob Roy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,112288,The Addiction,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
153,112462,Batman Forever,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,61395,Belle de jour,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
155,112495,Beyond Rangoon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
156,112541,Blue in the Face,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,109370,Canadian Bacon,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,112642,Casper,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
159,112688,Clockers,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
160,112715,Congo,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
161,112740,Crimson Tide,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
162,109508,Crumb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,112851,Desperado,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,112857,Devil in a Blue Dress,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
165,112864,Die Hard: With a Vengeance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,112887,The Doom Generation,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,113071,First Knight,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
169,113114,Free Willy 2 - The Adventure Home,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,113243,Hackers,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
171,113464,Jeffrey,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
172,113481,Johnny Mnemonic,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
173,113492,Judge Dredd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174,113500,Jury Duty,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,113540,Kids,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,113677,Living in Oblivion,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,113690,Lord of Illusions,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
178,107447,Love & Human Remains,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,113729,Mad Love,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
180,113749,Mallrats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,113820,Mighty Morphin Power Rangers: The Movie,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
182,113851,Moonlight and Valentino,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
183,110604,Mute Witness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
184,110620,Nadja,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
185,113957,The Net,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
186,113986,Nine Months,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,114095,Party Girl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,114194,The Prophecy,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
189,114241,Reckless,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
190,114323,Safe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,114345,The Scarlet Letter,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
192,114435,The Show,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,114436,Showgirls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,114478,Smoke,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,114496,Something to Talk About,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,114508,Species,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
197,114534,The Stars Fell on Henrietta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,114558,Strange Days,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
199,58450,Les parapluies de Cherbourg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
200,114666,The Tie That Binds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,114663,Three Wishes,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
202,114702,Total Eclipse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
203,114682,"To Wong Foo, Thanks for Everything! Julie Newmar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,114781,Under Siege 2: Dark Territory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,114798,Unstrung Heroes,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
206,114805,Unzipped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,114887,A Walk in the Clouds,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
208,114898,Waterworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,114928,White Man's Burden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,114938,Wild Bill,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,109340,The Browning Version,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,112602,Bushwhacked,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
213,111579,Утомлённые солнцем,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,110882,Before the Rain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
215,112471,Before Sunrise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
216,112508,Billy Madison,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,112438,The Babysitter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
218,112571,Boys on the Side,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,112757,The Cure,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
220,112643,Castle Freak,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
222,112679,Circle of Friends,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
223,109445,Clerks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,112883,Don Juan DeMarco,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
225,109635,Disclosure,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
227,109676,Drop Zone,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,112854,Destiny Turns on the Radio,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,109579,Death and the Maiden,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
230,109642,Dolores Claiborne,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
231,109686,Dumb and Dumber,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,111797,飲食男女,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
233,109759,Exotica,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
234,109758,Exit to Eden,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
235,109707,Ed Wood,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
236,113117,French Kiss,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,113097,Forget Paris,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
238,113028,Far from Home: The Adventures of Yellow Dog,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
239,113198,A Goofy Movie,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
240,113303,Hideaway,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
241,113089,Fluke,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
242,109771,Farinelli,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
243,113199,Gordy,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
244,113234,Gumby: The Movie,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
245,109906,The Glass Shield,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
246,110057,Hoop Dreams,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,110005,Heavenly Creatures,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
248,110066,Houseguest,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,110116,Immortal Beloved,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
250,110006,Heavyweights,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
251,113360,The Hunted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,110099,I.Q.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
253,110148,Interview with the Vampire,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
254,113463,Jefferson in Paris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
255,110189,The Jerky Boys,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,110216,Junior,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
257,113501,Just Cause,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
258,113538,A Kid in King Arthur's Court,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
259,113552,Kiss of Death,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
260,76759,Star Wars,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,110367,Little Women,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
262,113670,A Little Princess,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
263,110296,Ladybird Ladybird,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,109731,L'Enfer,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,103994,Como agua para chocolate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
266,110322,Legends of the Fall,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
267,110443,Major Payne,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,110365,Little Odessa,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,107566,Mi Vida Loca,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,110391,Love Affair,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
